Sinhala,Tamil,Class
තුඩාව කොටසක්,துடாவ பகுதி,Sinhala
මොරදුවගොඩ,மொரதுவகொட,Sinhala
ගෝලුව,கொலுவ,Sinhala
තුණවි,துணைவி,Tamil
ගුරුගොඩැල්ල,குருகொடல்ல,Sinhala
තරණික්කුළම් නිවාස සංකීර්ණය,தரணிக்குளம்வீட்டுத்திட்டம்,Tamil
හැකොලොන්දෙනිය,கெக்கொலோன்தெனிய,Sinhala
තවලම උතුර,தவலம வடக்கு,Sinhala
බෙරුවෙලවත්ත,பேருவெலவத்த,Sinhala
කරම්පෛක්කාඩු,கரம்பைக்காடு,Tamil
අක්කර අට කොටසක්,அக்கரஅத்த,Sinhala
මධ්යම පන්ති නිවාස,மத்தியம பந்தி நிவாச,Sinhala
හිඹිලයගොල්ලගම,ஹிம்பிலியகொல்லகம,Sinhala
නායබැද්ද වත්ත මැද කොටස,நாயபெத்த எஸ்டேட் கீழ் பிரிவு,Sinhala
සොයිසා කන්ද,ஸொய்ஸா கந்த,Sinhala
යොවුන්සවිය ගම,யொவுன்ஸவிய கிராமம்,Sinhala
තිරුමුරුකන්ඩ්,திருமுறுகண்டி,Tamil
රංගොඩේහේන,ரங்கொடேகொட,Sinhala
තඩ්චනාමරුතමඩු,தட்சனாமருதமடு,Tamil
අරුමනාරු,ஆறுமனாறு,Tamil
ඊතනවත්ත,ஈத்தனவத்த,Sinhala
කන්දෙදොලවත්ත,கந்தேதொலவத்த,Sinhala
නරුවිලඩි,நறுவிலடி,Tamil
උච්චිල්,உச்சில்,Tamil
කන්දෙවත්ත පාර,கந்த வத்த வீதி,Sinhala
පුතුක්කුලම්,புதுக்குளம்,Tamil
කිරිමැටිගොඩ ජනපදය,கிரிமெடிகொட - கந்தேமுல்ல இவுர,Sinhala
සදුන්ගම,ஸந்துன்கம,Sinhala
අමුණුගම්මුල්ල,அமுனுகம்முல்ல,Sinhala
පැලැස්ස,பெலெஸ்ஸ,Sinhala
පල්ලිය පාර,சேர்ச் லேன்,Tamil
ඉගලනයිදෙගෙවෙල බටහිර,இகலநய்தவெல மேற்கு,Sinhala
තොටගොඩ කොටසක්,நராவல வீதி,Sinhala
පරණවත්ත,பரணவத்த,Sinhala
දම්පල්ගොඩ මැදකුට්ටිය,தம்பல்கொடமெதகுட்டிய,Sinhala
මුන්හේන්තුඩුව,முங்ஹேன்துடுவ,Sinhala
වලගෙදර කොටසක්,வலகெதர,Sinhala
මහගොඩ,யாலேகம,Sinhala
කොලොන්ගොල්ල,கொலொன்கொல்ல,Sinhala
ඉයට්ටන්,இயட்டன்,Tamil
කහදුවවත්ත,கஹதுவ வத்த,Sinhala
මහගල්දෝව,மஹகல்தூவ,Sinhala
ඉල්ලුප්පඩ්ඩී,எள்ளுப்பிட்டி,Tamil
අමුනුදෝව,அமுனுதோவ,Sinhala
කර්තර් කොවිලඩි,கர்த்தர் கோவிலடி,Tamil
දෙහිගහමඩ,தெஹிகஹாமட,Sinhala
දික්උල්පත,திக்உல்பத,Sinhala
කෙහෙල්ලන්ද,கெஹெல்லந்த,Sinhala
තේවර්කුළම්,தேவர்குளம்,Tamil
පාම්පාට්ටි,பாம்பாடி,Tamil
පිටදෙනිය කොටසක්,பிட்டதெணிய ஒரு பகுதி,Sinhala
දිද්දෙනිය,தித்தெனிய,Sinhala
පිටවිල,பிட்டவில,Sinhala
උඩුපිල,உடுபில,Sinhala
මිදෙනිය,மீதெனிய,Sinhala
පරගල,பரகல,Sinhala
නවෝද්යා සුනාමි ගම,நவோத்யா சுனாமி கிராமம்,Sinhala
නලගමගොඩ,நலகமகொட,Sinhala
පස්වන හරස් වීදිය කොටසක් (මහා විහාර පාර),ஐந்தாம் குறுக்கு வீதி,Sinhala
කහටගොල්ල,கஹடகொல்ல,Sinhala
පෙරියකඩෛ,பெரியகடை,Tamil
කහටගහඅරාව,கஙடகஹ அராவ,Sinhala
මාරගස් ඇල්ල ගම,மாரகஸ் எல்ல கம,Sinhala
පීල්ලහේන,முகுனஹேன,Sinhala
තන්තිරිය,தண்திரிய,Sinhala
ඉමෙයාණන් උතුර,இமையாணன் வடக்கு,Tamil
කෝන්ගස්ලන්ද,கோன்கஸ்லந்த,Sinhala
කන්දේකුඹුර,கந்தேகும்புர,Sinhala
බුරුත අත්තාගොඩ,புருத்த அத்தாகொட,Sinhala
අඹගහපතනගම,அம்பகஹபத்தனகம,Sinhala
චාවට්කඩ්ඩු,சாவற்கட்டு,Tamil
සුරම්ය පාර,ஸுரம்ய வீதி,Sinhala
කළුකුන්නම්මඩුව,கலகுன்னம்மடுவ,Tamil
බලගොඩ,பலகொட,Sinhala
හිවත්තාගොඩ,ஹிவத்தாகொடை,Sinhala
පුනගවැව,புனகவெவ,Sinhala
විශ්කම්පුර කොටසක්,விஸ்க்கம்புர ஒரு பகுதி,Sinhala
බටවත්ත,பட்டாவத்த,Sinhala
කටඹුරාව,கடம்புராவ,Sinhala
අලගොල්ල වත්ත,அலகொல்ல வத்த,Sinhala
ඉඹුල්ගොඩ,இபுல்கொட,Sinhala
වැවතැන්න,வெவதெண்ண,Sinhala
පුදුක්කුඩීයිරුප්පු,புதுக்குடியிருப்பு,Tamil
ඉහල මලිදුව කොටසක්,இஹலமலிதுவ பகுதி,Sinhala
තොටගොඩ,தொட்டகொட,Sinhala
මොහොන්දිරම්ගොඩ කොටසක්,மொஹந்திரம்கொடயின் ஒரு பகுதி,Sinhala
කහන්දමෝදරගම,கஹந்தமோதரகம,Sinhala
මහලපිටිය,மகலபிடிய,Sinhala
දෙනියාය වත්ත පහල කොටස,தெனியாய வத்த கீழ் பிரிவு,Sinhala
ඔහිය නගරය,ஓஹிய நகரம்,Sinhala
කල්ලිකඩ්ඩෛක්කාඩු,கள்ளிகட்டைக்காடு,Tamil
ගල්කන්ද,கல்கந்த,Sinhala
කීනපිටියවත්ත,கீனபிட்டிய வத்த கம,Sinhala
ගල්පොත්තාවෙල,கல்பொத்தவெல,Sinhala
5 කණුව,5ம் கட்டை,Sinhala
අලිහොඩේයාය,எளிஹொன்தேயாய,Sinhala
උදේනිගම,உதேனிகம,Sinhala
සියබලාගුනේ,சியம்பலா குனே,Sinhala
වේවැල්හින්න වත්ත,வெவல்ஹின்ன தோட்டம்,Sinhala
ඉඩමගම,இடமகம,Sinhala
තලපත්ගම,தலப்பத்கம,Sinhala
පාලෛත්තාල්වු,பாலைதாழவு,Tamil
නාස්දඬුහින්න,நாஸ்தண்டுஹின்ன,Sinhala
මරක්කාරමෝඩ්ඩෛ,மரக்கார மோட்டை,Tamil
පේසාලෛ කලාප අංක 01,பேசாலை வட்டாரம் இல.1,Tamil
සුල්තානාගොඩ කොටසක්,சுல்த்தானகொட (பிரிவு),Sinhala
මැඩුඅත්තාවල ගෝනමලකන්ද,மெடுஅத்தாவல கோனமல் கந்த,Sinhala
දියතලාව නගරය,தியதலாவ நகரம்,Sinhala
මුරුක්කුවෙඩ්ඩුවාන්,முறுக்குவெட்டுவான்,Tamil
ජයකොටුව,ஜயகொடுவ,Sinhala
පිටිවැල්ල කොටසක්,பிடிவெல்லயின் ஒரு பிரிவு,Sinhala
කලුගහවාඩිය,கலுகாவாடிய,Sinhala
යෞවන කුමාරපුර,யவ்வன குமாரப்புர,Sinhala
මාරකොල්ලිය කොටසක්,மரகொல்லிய கம,Sinhala
උඩුමුල්ලගොඩ,உடுமுல்லகொட,Sinhala
ආනන්දම් පණ්ණෙ,ஆனந்தம் பண்ணை,Tamil
ගොරකගොඩ,கொறககொடை,Sinhala
නාගහදුරුව,நாகாதுருவ,Sinhala
කලේගාන,கலேகான,Sinhala
ආදර්ශ ගම්මානය,மாதிரி கிராமம்,Sinhala
කලුවාගහයාය,கலுவகஹயாய,Sinhala
කඩයන්කට්ටුකුලම්,கடயன்கட்டுக்குளம்,Tamil
අළුක්කෙයි,அலுக்கை,Tamil
කොට්ඨාස අංක 06 මාගිරිපුර කොටස,மாகிரிபுர,Sinhala
ගහලවිල වත්ත,கஹலவில தோட்டம்,Sinhala
පෙරිය කුඤ්චු කුලම්,பெரிய குஞ்சுக்குளம்,Tamil
නිවාස සංකීර්ණය,வீ.திட்டம்,Tamil
බොරළුවේගොඩ,பொரலுவகொட,Sinhala
උඩහගම කොටසක්,உடஹகமபகுதி,Sinhala
කණවැරුල්ල,கனவெரெல்ல,Sinhala
උඩුමුල්ල පෙදෙස,உடுமுல்லயின் ஒரு பிரிவு,Sinhala
කටපිරායි,கட்டப்பிராய்,Tamil
පොරොන්දුගම,பொரொந்துகம,Sinhala
රොස්වුඩ්වත්ත,பெரலியதொல,Sinhala
පෙරහෙට්ටිය,பெரஹெட்டிய,Sinhala
මාගන්දා ඔය ඡනපදය,மாகந்தா ஓய குடியிருப்பு,Sinhala
පරණ බුත්තල පාර,பரண,Sinhala
පොල්ගස්වත්ත,பொல்கஸ்வத்த,Sinhala
පනංගල බටහිර,பநங்கல மேற்கு,Sinhala
උඩගම,உடகம,Sinhala
