Sinhala,Tamil,Class
අඹේගොඩ ලියන ආරච්චිගේ ප්‍රදීපා දිල්ශානි පෙරේරා,அம்பேகொட லியன ஆரத்திகே பிரதீபா தில்ஷானி பெரேரா,Sinhala
ගංදොලහ කංකානමලාගේ ගුණතිලක,கங்தொலஹ கங்கானமலாகே குணதிலக,Sinhala
ෂේන් මයිකල් මාර්ක්,ஷேன் மைக்கல் மார்க்,Sinhala
පල්ලියද්දේ ගෙදර සුනන්දා රෝෂණී,பல்லியத்தே கெதர சுனந்தா ரோஷனி,Sinhala
ගලහිටිය බඩල්ගේ තරිඳු රාජිත,கலஹிட்டிய பதல்கே தரிந்து ராஜித,Sinhala
තන්ත්‍රීගේ නදීකා පෙරේරා,தன்டிரிகே நதீகா பெரேரா,Sinhala
මොහොමඩ් ෆාරුක් මොහොමඩ් රිස්ලාන්,மொஹொமட் பாருக் மொஹொமட் றிஸ்லான்,Muslim
ලක්ෂී ජෙයචන්ද්‍රන්,லக்சி ஜெயசந்திரன்,Sinhala
බාලාචා‍රිගේ විමුක්ති ඕෂණ,பாலாசாரிகே விமுக்தி ஒஷன,Sinhala
පරනවිතාන සමරනායක ප්‍රියන්තා සමන්මලී හේමමාලි,பரனவிதான சமரநாயக்க பிரியந்தா சமன்மலி ஹேமமாலி,Sinhala
කහගල්ල දේවගේ ඉන්ද්‍රා ජීවරාණි,கஹகல்ல தேவகே சந்திரா ஜீவராணி,Sinhala
පත්තගේ ඉනුෂා මධුපාණි දයාරත්න,பத்தகே இனுஷா மதுபாணீ தயாரத்ன,Sinhala
ඕකන්දගේ සිරිමාවති,ஒகங்தகே சிரிமாவதி,Sinhala
ලෝකේෂ්වර පටබැඳිගේ උදය ශාන්ත,லொகெஸ்வர படபெந்திகே உதய சாந்த,Sinhala
කන්දේ දුරයලාගේ අනුරාධ ඩික්ෂන් ප්‍රේමතිලක,கந்தே துரயலாகே அனுராத திக்ஸான் பிரெமதிலக,Sinhala
විජේරත්න මුදියන්සේලාගේ තුසිත රෝහණ,விஜேரத்ன முதியன்சேலாகே துசித ரோஹன,Sinhala
ගජසිංහ ලියනගේ ලලිත් ප්‍රියදර්ශන,கஜசிங்க லியனகே லலித் பிரியதர்ஷன,Sinhala
වීරසිංහ දවුන්ඩගේ ඔක්ස්මන් ප්‍රභාත් චාල්ස්,வீரசிங்க தெவுத்டகே ஒக்ச்மன் பிரஹாத் சால்ஸ்,Sinhala
චන්දන සුදේශ් ජයසිංහ,சந்தன சுதேஷ் ஜயசிங்ஹ,Sinhala
ලියන අතුකෝරාලලාගේ සචිනි මහේෂිකා පෙරේරා,லியன அதுகோராலலாகே சச்சினி மஹேஷிகா பெரேரா,Sinhala
සෂුනි මධුෂිමා විජේරත්න,சதுனி மதுஸிமா விஜேரத்ன,Sinhala
සියඹලාගහ කොටුවේ ගෙදර සමීර කරුණාතිලක,சியம்பாலகக கொட்டுவெ கெதர சமீர கருணாதிலக,Sinhala
දික්කුඹුරේ ගෙදර රශීකා ගයණි කුමාරි,திக்கும்புரெ கெதர ரஸீகா கயானி குமாரி,Sinhala
අරෝෂ රශ්මීර කරුණාරත්න,அரோஷ ரஷ்மீர கருணாரத்ன,Sinhala
මාරී චන්ද්‍රිකා කුරේ,மாரீ சந்திரிகா குரே,Sinhala
සෙයිලාබ්දීන් මුහම්මදු සාෆි,செய்லாப்தீன் முகம்மது ஸாபி,Muslim
ජෝශප් ධනුෂ්කා මධුවන්ති,ஜோசப் தனுஸ்கா மதுவந்தி,Sinhala
සිත්ති රිසනා කාදර්,சித்தி ரிசானா காதர்,Sinhala
කඳන ආරච්චිගේ දොන් සුරේෂ් නිලංක,கந்தன ஆரச்சிகே தொன் சுரேஷ் நிலங்க,Sinhala
හේවා වඩුගේ හන්සරු කුමාර සේනාධීර,ஹேவா வடுகே ஹன்சரு குமார சேனாதீர,Sinhala
සෙල්ලන් ප්‍රදීපන්,செல்லன் பிரதீபன்,Tamil
ගම්පලගේ නෙළුම් සාවිත්‍රි ද ෆොන්සේකා,கம்பொலாகே நெலும் சாவித்ரி டி பொன்சேகா,Sinhala
විජයරසා ජාන්සි,விஜயராசா ஜான்சி,Tamil
මරදමුත්තු රංජනී,மரதமுத்து ரஞ்சனி,Tamil
පල්ලිගොඩ ආරච්චිගේ දොන් අශේන් නිලුක්ෂ ජයවර්ධන,பள்ளிகொட ஆரச்சிகே டொன் அசேன் நிலுக்ஷ ஜயவர்தன,Sinhala
විපුල් සත්‍යජිත් රන්දෙනිය ගුණවර්ධන,விபுல் சத்யஜித் ரந்தெனிய குணவர்தன,Sinhala
රුවන්පුර සහන් කාවින්ද රත්නවීර,ருவன்புர சஹன் காவிந்த ரத்னவீர,Sinhala
පොඩිසිංඤ්ඤෝගේ රවීන්ද්‍ර රූපසිංහ,பொடிசிங்ஞ்ஞேகே ரவீந்திர ரூபசிங்க,Sinhala
හිරියාදෙනියගේ ලෙස්ලි චන්ද්‍රසිරි හිරියාදෙනිය,ஹிரியாதெனியகே லெஸ்லி சந்திரசிரி ஹிரியாதெனிய,Sinhala
රත්නායක මුදියන්සේලාගේ රන්දික විමන්ත රත්නායක,ரத்நாயக்க முதியன்சேலாகே ரந்திக விமந்த ரத்நாயக்க,Sinhala
පුංචිබංඩා වෙල්විදානගේ අශෝක ජයතිලක,புஞ்சிபண்டா வெல்விதானகே அஷோக ஜயதிலக,Sinhala
ෂන්මුගනාදන් සුගන්තලා දේවි,சண்முகநாதன் சுகந்தலா தேவி,Tamil
වෙදගෙදර බුද්ධිනී දිනිත්‍යා තත්සරණි ජයසිංහ,வெதகெதர புத்டினி தினித்யா தத்சரணி ஜயசிங்க,Sinhala
